identifier,usPort,foreignPort,vessel,estimateArrival,actualArrival,pieces,contents
201502261,"Long Beach,California","La Spezia,Italy",CSAV BRASILIA,2013-11-25,2013-11-26,492,CERAMIC TILES HTS: 69089093 GOODS CERAMIC TIL ES ORDER EMILCERAMICA TO HONOLULU HI 96817 GO ODS OF ITALIAN ORIGIN APHIS CODE : AP-061-02 CHASSIS AT CNEE'S CARE
201502211,"Los Angeles,California","Shanghai ,China (Mainland)",APL SINGAPORE,2013-12-02,2013-12-02,2145,LTWT KNIT FZ JACKET - NIKE APPAREL GOODS SHIP TO-70938 CNTR# DRYU4501718 CUST PO#03542569-03542929 CNTR# TRLU5520229 CUST PO#03542929-03544138-03542560CNTR# TCNU6007190 CUST PO#03543968-03543980-3544138 SHIPPER DECLARED THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIAL FREIGHT COLLECT
201503212,"Oakland,California","Pusan,South Korea",HYUNDAI HONGKONG,2013-12-02,2013-12-03,413,GLASS ARTWARE / HANDICRAFT
201503218,"Oakland,California","Shanghai ,China (Mainland)",HYUNDAI HONGKONG,2013-12-02,2013-12-03,1440,VINYL FLOOR TILES
201501303,"New York/Newark Area,Newark,New Jersey","Pusan,South Korea",MOL EFFICIENCY,2013-12-05,2013-12-07,1440,GLAZED CERAMIC TILES
201501313,"New York/Newark Area,Newark,New Jersey","Kaohsiung,China (Taiwan)",MOL EFFICIENCY,2013-12-06,2013-12-07,54,ADJUSTABLE PIVOT HANGER .
201502053,"New York,New York","Genova,Italy",ZIM TEXAS,2013-12-08,2013-12-09,4849,"4.849 CASES OF ASSORTED WAFERS LOADED IN 1 X 40 DRY HQ CONTAINER. SHIPPER S LOAD,COUNT AND HS-CODE 19053299"
201502052,"New York,New York","Haifa,Israel",ZIM TEXAS,2013-12-08,2013-12-09,60,60 UNITS OF AGGLOMERATED QUARTZ SLABS INVOICE NO.1013055277
201502055,"New York,New York","Genova,Italy",ZIM TEXAS,2013-12-08,2013-12-09,3875,3.875 CASES OF ASSORTED WAFERS LOADED IN 1 X 40 DRY HQ CONTAINER. HS-CODE 19053299
201502052,"New York,New York","Haifa,Israel",ZIM TEXAS,2013-12-08,2013-12-09,60,60 UNITS OF AGGLOMERATED QUARTZ SLABS INVOICE NO.1013055282
2015020521,"New York,New York","Genova,Italy",ZIM TEXAS,2013-12-09,2013-12-09,1,MACHINERY SPARE PARTS HTS 84799080 HS-CODE 84799080
201504292,"Norfolk,Virginia","Algeciras,Spain",EVER ELITE,2013-12-09,2013-12-11,1200,"1200  CTN CARTONS OF OLIVES IN BRINE HS CODE 200570 FCE NUMBER 14525 BTA NUMBER 19326513202 DAT NORFOLK,VA."
2015020535,"New York,New York","Genova,Italy",ZIM TEXAS,2013-12-09,2013-12-09,3,"VALVE,DC,SLEEVE,REPAIR KIT,PLUG,COVER REDUCTION HTS 8481909040 8505908000 7318210090 73181600858481200080 8309900000 4016935010 HS-CODE 8481909040"
201503214,"Oakland,California","Shanghai ,China (Mainland)",HYUNDAI HONGKONG,2013-12-10,2013-12-03,9,STEEL STRUCTURES
2015042114,"Long Beach,California","Hong Kong,Hong Kong",PUSAN,2013-12-11,2014-10-04,306,"HANDLE,HANDLE BRIZO TRAD,BASE,SPOUT,HANDLE,ESCUTCHEON BODY SPRAY,HANDLE HALF BALL LEVER"
2015012239,"Charleston,South Carolina","Rotterdam,Netherlands",SANTA PAOLA,2013-12-13,2013-12-13,58,ENGINE PARTS
201501164944,"Long Beach,California","Kaohsiung,China (Taiwan)",OOCL CANADA,2013-12-17,2014-12-29,3,FLORAL BOOKS
2015042115,"Long Beach,California","Yantian,China (Mainland)",PUSAN,2013-12-20,2014-10-04,846,TIN
201503251,"Jacksonville,Florida","Algeciras,Spain",MOL PARTNER,2013-12-26,2013-12-27,1968,"1968  CTN MISSY/PETITE/PLUS 60  COTTON 40  POLYESTER JERSEY Y/D 3/4 SLV STRIPED KNIT TOP MISSY 60  COTTON 40  POLYESTER JERSEY Y/D SLV STRIPED 3/4 KNIT TOP MISSY/PETITE/PLUS 57  COTTON 38  POLYESTER 5 SPANDEX JERSEY KNIT TOP.PO 0752493 0752505 0752511 0752625 0752631 0752637 0760542 0760854 0760860 0760971 0760986 0760989 0761004 0761010 0761013 0761016 0761220 0761223 0761226 0761229  0761232 0761331 0762246 0762249 0762258 0762270 0763293 07703310770343 0770349 0770352 MADE IN LESOTHO DESTINATION  BRADENTON,FL AGOA PERMIT NO. SCAC CODE   MOLU HS CODE 6110.20.2079"
201502256,"Baltimore,Maryland","Kemlik,Turkey",K. CORAL,2013-12-28,2013-12-29,1090,ERW STEEL VARNISHED & GALVANIZED PIPES
2015010317372,"New York,New York","Suez,Egypt",APL HOUSTON,2013-12-29,2015-01-02,230,(PACKED IN ONE (1) TRIWALL CARTON BOX WITH PLYWOOD PALLET AND FOUR (4) TRIWALL CARTON BOXES WITH PAPER PALLETS ONLY) OF PAPER CUTTING KNIVES CUSTOM TARIFF:8208.90.00
201501203,"Los Angeles,California","Tsingtao,China (Mainland)",SEA-LAND INTREPID,2013-12-30,2014-01-06,26,6Y-0694 GEAR 6Y-0695 GEAR 6Y-0975 GEAR 6Y-0976 GEAR 6Y-0982 GEAR 6Y-1000 GEAR 6Y-1003 GEAR130-6375 GEAR 130-6376 GEAR 6Y-1001 GEAR 6Y-1004 GEAR 6Y-1005 GEAR 6Y-1006 GEAR 243-1607 GEAR-PUMP DRIVE
2015013022,"Charleston,South Carolina","Rotterdam,Netherlands",CMA CGM JAMAICA,2013-12-31,2014-01-07,7,ENGINE PARTS
201501081,"Long Beach,California","Shanghai ,China (Mainland)",BANGKOK BRIDGE,2014-01-01,2014-01-03,1400,INCANDESCENT LAMPS   AND TUNGSTEN   HALIDE LA MP
201501037463,"New York,New York","Nhava Sheva,India",AL BAHIA,2014-01-01,2015-01-02,36,HAND WOVEN WOOLLEN CARPETS
2015010333698,"Los Angeles,California","Pusan,South Korea",HYUNDAI TACOMA,2014-01-01,2015-01-02,3,PARKING BRAKE CABLE INV NO.#INF141215 INCOTERM:FCA MTI#33122941 LANE ID:CNUS-35083 NAME ACCOUNT:GM
2015010341004,"Los Angeles,California","Shanghai ,China (Mainland)",HYUNDAI TACOMA,2014-01-01,2015-01-02,52,NOTEBOOK PC (PORTABLE COMPUTER)
201501037485,"New York,New York","Nhava Sheva,India",AL BAHIA,2014-01-01,2015-01-02,587,"INDIAN HANDMADE FLATWEAVE WOOLLEN DHURRIES,INDIAN HANDMADE FLATWEAVE WOOL/BANANA SILK DHURRIES"
201501103514,"Wilmington,North Carolina","Kaohsiung,China (Taiwan)",VICTORIA BRIDGE,2014-01-01,2015-01-08,417,WOMEN'S SLEEPWEAR
201501081,"Long Beach,California","Shanghai ,China (Mainland)",BANGKOK BRIDGE,2014-01-01,2014-01-03,4187,INCANDESCENT LAMPS   AND TUNGSTEN   HALIDE LA MP
201501032465,"New York,New York","Nhava Sheva,India",AL BAHIA,2014-01-01,2015-01-02,629,INDIAN HAND TUFTED WOOLLEN CARPETS.
201501081,"Long Beach,California","Shanghai ,China (Mainland)",BANGKOK BRIDGE,2014-01-01,2014-01-03,3400,INCANDESCENT LAMPS   AND TUNGSTEN   HALIDE LA MP
2015010350562,"Los Angeles,California","Pusan,South Korea",HYUNDAI TACOMA,2014-01-01,2015-01-02,51,51 CARTONS OF . HAIR DRYER
201501081,"Long Beach,California","Shanghai ,China (Mainland)",BANGKOK BRIDGE,2014-01-01,2014-01-03,3260,INCANDESCENT LAMPS   AND TUNGSTEN   HALIDE LA MP
201501037468,"New York,New York","Nhava Sheva,India",AL BAHIA,2014-01-01,2015-01-02,219,INDIAN HAND KNOTTED WOOLLEN CARPETS/ HANDWOVEN WOOLLEN CARPETS
201501074982,"Long Beach,California","Sydney,Australia",CAP BLANCHE,2014-01-01,2015-01-06,2325,INFLIGHT SUPPLIES
201501081,"Long Beach,California","Shanghai ,China (Mainland)",BANGKOK BRIDGE,2014-01-01,2014-01-03,3320,INCANDESCENT LAMPS   AND TUNGSTEN   HALIDE LA MP
2015010726851,"New York,New York","Pusan,South Korea",HANJIN MONACO,2014-01-02,2015-01-03,8700,ORIENTAL STYLEINSTANT NOODLE- AS PER ATTAC HED RIDER - NS P.O NO:35546NSA P.O NO:4500 055648REF NO:GSC-14-83C SO#691698
2015010625263,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,18,GAS TURBINE COMBUSTION PARTS
2015010518922,"New York,New York","Colombo Harbor,Sri Lanka",YANTIAN EXPRESS,2014-01-02,2015-01-04,1,MACHINERY PARTS
2015010625263,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,14,GAS TURBINE COMBUSTION PARTS
2015010625629,"Savannah,Georgia","Tutunciftlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,7900,POLYPROPYLENE BIG BAGS WITH POLYETHYLENE INNER LINER
2015010630719,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,24,YOKE SPLINE END YOKE
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,719,YARN
2015010630725,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1438,ACRYLIC HAND KNITTING YARN
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1139,YARN
201501063,"Long Beach,California","Ningpo ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,16,"POLYMETHANE POLYPHENYL ISOCYAN ATE PM-200 (WANNATE PM200) 1X2 0G PO NO.:4200010105-491267610 3 FREIGHT PREPAID CY-DOOR DAP TERM: BASF CORPORATION 138 E M EATS AVE. ORANGE,CA,USA,928 65-3329"
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,733,YARN
2015010630704,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,188,TAG AXLE
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,431,YARN
2015010630719,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,25,YOKE SPLINE END YOKE
2015011317852,"New York,New York","Colombo Harbor,Sri Lanka",YANTIAN EXPRESS,2014-01-02,2015-01-04,1,MACHINERY PARTS
2015010921992,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,3271,"15PCS COLORED PLATES 3PCS OBLONG PARTY TRAY 15PCS COLORED PLATES 15CT 10.5""PLASTIC PLATES"
2015010518839,"New York,New York","Colombo Harbor,Sri Lanka",YANTIAN EXPRESS,2014-01-02,2015-01-04,1,IRON CASTINGS
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1138,YARN
2015010625230,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,3490,PA TUFTING MACHINE MADE CARPET
2015010625646,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,96,DECKBOARD-BLACK DECKBOARD-DARK BEIGE
2015010625230,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,3110,PA TUFTING MACHINE MADE CARPET
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,880,YARN
2015010625230,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1260,PA TUFTING MACHINE MADE CARPET
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1064,YARN
2015010625230,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,2903,PA TUFTING MACHINE MADE CARPET
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,975,YARN
2015010630142,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1798,CLOTHING MAN SUIT
2015010625661,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1470,YARN
2015010921816,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,1205,ARTIFICIAL PLANTS
2015010325775,"San Juan,Puerto Rico","Xingang,China (Mainland)",CONTI ELEKTRA,2014-01-02,2015-01-02,1566,NITRILE GLOVES
2015010921816,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,1773,ARTIFICIAL PLANTS
2015010630701,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,333,SUSPENSION STEERING PARTS
2015010921816,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,2260,ARTIFICIAL PLANTS
2015010625237,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,276,ACETAMINOPHEN
2015010921816,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,1622,ARTIFICIAL PLANTS
2015010630143,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1785,CLOTHING MAN JACKET CLOTHING MAN SUIT
2015010625657,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,2,METALWORKING MACHINE
2015010513810,"New York,New York","Shanghai ,China (Mainland)",HANJIN MONACO,2014-01-02,2015-01-03,140,SOFA FABRICS . . . . . ..
2015010630141,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,548,CLOTHING MAN SHIRT
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,43,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625624,"Savannah,Georgia","Tutunciftlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,41,ARAMID NYLON CORD FABRIC
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,70,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625651,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,40,0.965 NT BRONZE COATED BEAD WIRE BOBBINS
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,140,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625653,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,40,0.965 NT BRONZE COATED BEAD WIRE BOBBINS
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,167,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625670,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1920,YARN
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,7,. . . . . . . .CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . .
2015010625670,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1593,YARN
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,5,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010630723,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,30,FLAP DISCS
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,90,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010630723,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,63,FLAP DISCS
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,83,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625627,"Savannah,Georgia","Tutunciftlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,500,NEW TIRES
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,56,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625243,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,276,ACETAMINOPHEN
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,50,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010924310,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,1000,27 OZ SHAKING BOTTLE WITH ICE MIXING DRINK CY
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,7,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010924310,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,4577,KIDS DOUBLE WALL TUMBLER WITH PRINTED DESIGN
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,8,CL ST SW 2NTN SLNT PKT KB BSM
2015010924310,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,1270,BOX OF 6 PLASTIC WINE GLOBETS
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,72,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010924310,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,2290,CLEAR SQUARE PLASTIC JAR WITH RED & GREY LID
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,183,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010924310,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,1590,"LARGE PLASTIC SERVING BOWL,HAMMERED LOOK"
2015010622221,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,216,CURTAIN FABRIC UPHOLSTERY FABRIC
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,136,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625244,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,35,RUBBER HOSES
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,10,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB.
2015010630138,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1313,CLOTHING WOMAN DRESS CLOTHING WOMAN TROUSER CLOTHING WOMAN SKIRT CLOTHING WOMAN JACKET
2015010919488,"Seattle,Washington","Pusan,South Korea",CORNELIA MAERSK,2014-01-02,2015-01-08,4156,"PUTTY KNIFE,PAD PAINT EDGER,TOOL HOLDER"
2015010630720,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,26,YOKE SPLINE END YOKE
2015010525417,"Long Beach,California","Shanghai ,China (Mainland)",HANJIN JUNGIL,2014-01-02,2015-01-03,55,PLUSH TOYS
2015010625046,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,4179,COTTON SATEEN LINING COTTON FLAN LINEN PANEL SATIN CURTAIN
2015010525714,"Long Beach,California","Shanghai ,China (Mainland)",HANJIN JUNGIL,2014-01-02,2015-01-03,9,VALVE
201501092807,"Seattle,Washington","Hong Kong,Hong Kong",CORNELIA MAERSK,2014-01-02,2015-01-08,720,MICROFIBER TWIST MOP
2015010924400,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,1715,LOW RECTANGULAR 4-WAY LOCKING PLASTIC FOOD ST
2015010917482,"New York,New York","Colombo Harbor,Sri Lanka",YANTIAN EXPRESS,2014-01-02,2015-01-04,1,MACHINERY PARTS
2015010924400,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,2302,4 CUP MEASURING CUP WITH SOFT GRIP HANDLE
2015010625626,"Savannah,Georgia","Tutunciftlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1560,NYLON INDUSTRIAL YARN BOBBINS
201501061,"Long Beach,California","Shanghai ,China (Mainland)",PACIFIC LINK,2014-01-02,2014-01-02,135,CL ST SW 2NTN SLNT PKT KB BSM CL ST SW 2BTN SLNT PKT A VG CL ST SW 2BTTN SLNT WELT PKT CL ST PET SW 2BTTN SLNT PKT WL 21 CL ST SW EXT TAB CL 21 SW EXT TAB CL 21 SW EXT TAB. . . . . . . .. . . . .
2015010625654,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,47,SYNTHETHIC STAPLE FIBRE ACRYLIC NOT CARDED STP
2015010629567,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,2803,MODAL KNITTED PLAIN DYED PILLOW CASE SET MODAL KNITTED PLAIN DYED SHEET SET
2015010625238,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,276,ACETAMINOPHEN
2015010629567,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,2883,MODAL KNITTED PLAIN DYED PILLOW CASE SET MODAL KNITTED PLAIN DYED SHEET SET
2015010625236,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,276,ACETAMINOPHEN
2015010630139,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1633,CLOTHING MAN TROUSER CLOTHING MAN SUIT
2015010625212,"Savannah,Georgia","Istanbul,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,751,MENS WOVEN SWIMWEAR MAN GABARDIN TROUSERS COTTON MAN DENIM TROUSERS MANS KNITTED PULLOVER KNITTED MAN S SWEATER
2015010630140,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,2566,CLOTHING MAN TROUSER CLOTHING MAN JACKET CLOTHING MAN SUIT
2015010924417,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,2630,PLASTIC SQUARE FOOD STORAGE CONTAINER WITH 4
2015010625659,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,53,PUMPS
2015010630717,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1232,BLACK STEEL WHEELS
2015010921810,"Seattle,Washington","Yantian,China (Mainland)",CORNELIA MAERSK,2014-01-02,2015-01-08,2340,ARTIFICIAL FLOWERS
2015010625649,"Savannah,Georgia","Kemlik,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,51,SYNTHETHIC STAPLE FIBRE DYED ACRYLIC CARDED TOPS BUMPS BPS
2015010630712,"Savannah,Georgia","Nemrut Bay,Turkey",MUKADDES KALKAVAN,2014-01-02,2015-01-03,1635,"WOVEN CARPETS OF MANMADE OR SYNTHETIC YARNS,OF PILE CONSTRUCTION,MADE UP"
2015010525531,"Long Beach,California","Shanghai ,China (Mainland)",HANJIN JUNGIL,2014-01-02,2015-01-03,4,STORAGE TANK
